BASE(0.1.116 params) A,B: (32, 48) (24, 41)
SHIP(0.1.119 params) A,B: (36, 48) (26, 41)
(59, 36, 23, (0.95, 0.85), 0.8, 0.26, 0.65, 0.35, 0.3)
(61, 36, 25, (0.95, 0.85), 0.8, 0.26, 0.85, 0.25, 0.6)
(60, 36, 24, (0.95, 0.85), 0.8, 0.26, 0.85, 0.25, 0.3)
(61, 37, 24, (0.95, 0.85), 0.8, 0.26, 0.85, 0.35, 0.6)
(59, 36, 23, (0.95, 0.85), 0.8, 0.26, 0.85, 0.35, 0.3)
(58, 34, 24, (0.95, 0.85), 0.8, 0.26, 1.0, 0.25, 0.6)
(57, 34, 23, (0.95, 0.85), 0.8, 0.26, 1.0, 0.25, 0.3)
(58, 35, 23, (0.95, 0.85), 0.8, 0.26, 1.0, 0.35, 0.6)
(56, 34, 22, (0.95, 0.85), 0.8, 0.26, 1.0, 0.35, 0.3)
(62, 36, 26, (0.95, 0.85), 0.8, 0.22, 0.65, 0.25, 0.6)
(61, 36, 25, (0.95, 0.85), 0.8, 0.22, 0.65, 0.25, 0.3)
(61, 37, 24, (0.95, 0.85), 0.8, 0.22, 0.65, 0.35, 0.6)
(59, 36, 23, (0.95, 0.85), 0.8, 0.22, 0.65, 0.35, 0.3)
(61, 35, 26, (0.95, 0.85), 0.8, 0.22, 0.85, 0.25, 0.6)
(60, 35, 25, (0.95, 0.85), 0.8, 0.22, 0.85, 0.25, 0.3)
(60, 36, 24, (0.95, 0.85), 0.8, 0.22, 0.85, 0.35, 0.6)
(58, 35, 23, (0.95, 0.85), 0.8, 0.22, 0.85, 0.35, 0.3)
(59, 34, 25, (0.95, 0.85), 0.8, 0.22, 1.0, 0.25, 0.6)
(58, 34, 24, (0.95, 0.85), 0.8, 0.22, 1.0, 0.25, 0.3)
(58, 35, 23, (0.95, 0.85), 0.8, 0.22, 1.0, 0.35, 0.6)
(56, 34, 22, (0.95, 0.85), 0.8, 0.22, 1.0, 0.35, 0.3)
(62, 37, 25, (0.95, 0.85), 0.6, 0.26, 0.65, 0.25, 0.6)
(61, 36, 25, (0.95, 0.85), 0.6, 0.26, 0.65, 0.25, 0.3)
(62, 37, 25, (0.95, 0.85), 0.6, 0.26, 0.65, 0.35, 0.6)
(60, 36, 24, (0.95, 0.85), 0.6, 0.26, 0.65, 0.35, 0.3)
(62, 37, 25, (0.95, 0.85), 0.6, 0.26, 0.85, 0.25, 0.6)
(61, 36, 25, (0.95, 0.85), 0.6, 0.26, 0.85, 0.25, 0.3)
(62, 37, 25, (0.95, 0.85), 0.6, 0.26, 0.85, 0.35, 0.6)
(60, 36, 24, (0.95, 0.85), 0.6, 0.26, 0.85, 0.35, 0.3)
(60, 36, 24, (0.95, 0.85), 0.6, 0.26, 1.0, 0.25, 0.6)
(59, 35, 24, (0.95, 0.85), 0.6, 0.26, 1.0, 0.25, 0.3)
(60, 36, 24, (0.95, 0.85), 0.6, 0.26, 1.0, 0.35, 0.6)
(58, 35, 23, (0.95, 0.85), 0.6, 0.26, 1.0, 0.35, 0.3)
(63, 37, 26, (0.95, 0.85), 0.6, 0.22, 0.65, 0.25, 0.6)
(62, 36, 26, (0.95, 0.85), 0.6, 0.22, 0.65, 0.25, 0.3)
(61, 37, 24, (0.95, 0.85), 0.6, 0.22, 0.65, 0.35, 0.6)
(60, 36, 24, (0.95, 0.85), 0.6, 0.22, 0.65, 0.35, 0.3)
(62, 36, 26, (0.95, 0.85), 0.6, 0.22, 0.85, 0.25, 0.6)
(61, 35, 26, (0.95, 0.85), 0.6, 0.22, 0.85, 0.25, 0.3)
(61, 36, 25, (0.95, 0.85), 0.6, 0.22, 0.85, 0.35, 0.6)
(59, 35, 24, (0.95, 0.85), 0.6, 0.22, 0.85, 0.35, 0.3)
(62, 36, 26, (0.95, 0.85), 0.6, 0.22, 1.0, 0.25, 0.6)
(61, 35, 26, (0.95, 0.85), 0.6, 0.22, 1.0, 0.25, 0.3)
(61, 36, 25, (0.95, 0.85), 0.6, 0.22, 1.0, 0.35, 0.6)
(59, 35, 24, (0.95, 0.85), 0.6, 0.22, 1.0, 0.35, 0.3)
(61, 36, 25, (0.92, 0.8), 0.8, 0.26, 0.65, 0.25, 0.6)
(61, 36, 25, (0.92, 0.8), 0.8, 0.26, 0.65, 0.25, 0.3)
(61, 36, 25, (0.92, 0.8), 0.8, 0.26, 0.65, 0.35, 0.6)
(61, 36, 25, (0.92, 0.8), 0.8, 0.26, 0.65, 0.35, 0.3)
(59, 35, 24, (0.92, 0.8), 0.8, 0.26, 0.85, 0.25, 0.6)
(58, 34, 24, (0.92, 0.8), 0.8, 0.26, 0.85, 0.25, 0.3)
(59, 35, 24, (0.92, 0.8), 0.8, 0.26, 0.85, 0.35, 0.6)
(58, 34, 24, (0.92, 0.8), 0.8, 0.26, 0.85, 0.35, 0.3)
(56, 32, 24, (0.92, 0.8), 0.8, 0.26, 1.0, 0.25, 0.6)
(56, 32, 24, (0.92, 0.8), 0.8, 0.26, 1.0, 0.25, 0.3)
(56, 32, 24, (0.92, 0.8), 0.8, 0.26, 1.0, 0.35, 0.6)
(56, 32, 24, (0.92, 0.8), 0.8, 0.26, 1.0, 0.35, 0.3)
(60, 35, 25, (0.92, 0.8), 0.8, 0.22, 0.65, 0.25, 0.6)
(60, 35, 25, (0.92, 0.8), 0.8, 0.22, 0.65, 0.25, 0.3)
(60, 36, 24, (0.92, 0.8), 0.8, 0.22, 0.65, 0.35, 0.6)
(60, 36, 24, (0.92, 0.8), 0.8, 0.22, 0.65, 0.35, 0.3)
(59, 35, 24, (0.92, 0.8), 0.8, 0.22, 0.85, 0.25, 0.6)
(58, 34, 24, (0.92, 0.8), 0.8, 0.22, 0.85, 0.25, 0.3)
(58, 35, 23, (0.92, 0.8), 0.8, 0.22, 0.85, 0.35, 0.6)
(57, 34, 23, (0.92, 0.8), 0.8, 0.22, 0.85, 0.35, 0.3)
(56, 32, 24, (0.92, 0.8), 0.8, 0.22, 1.0, 0.25, 0.6)
(56, 32, 24, (0.92, 0.8), 0.8, 0.22, 1.0, 0.25, 0.3)
(55, 32, 23, (0.92, 0.8), 0.8, 0.22, 1.0, 0.35, 0.6)
(55, 32, 23, (0.92, 0.8), 0.8, 0.22, 1.0, 0.35, 0.3)
(63, 38, 25, (0.92, 0.8), 0.6, 0.26, 0.65, 0.25, 0.6)
(61, 36, 25, (0.92, 0.8), 0.6, 0.26, 0.65, 0.25, 0.3)
(63, 38, 25, (0.92, 0.8), 0.6, 0.26, 0.65, 0.35, 0.6)
(61, 36, 25, (0.92, 0.8), 0.6, 0.26, 0.65, 0.35, 0.3)
(60, 36, 24, (0.92, 0.8), 0.6, 0.26, 0.85, 0.25, 0.6)
(58, 34, 24, (0.92, 0.8), 0.6, 0.26, 0.85, 0.25, 0.3)
(60, 36, 24, (0.92, 0.8), 0.6, 0.26, 0.85, 0.35, 0.6)
(58, 34, 24, (0.92, 0.8), 0.6, 0.26, 0.85, 0.35, 0.3)
(57, 34, 23, (0.92, 0.8), 0.6, 0.26, 1.0, 0.25, 0.6)
(56, 33, 23, (0.92, 0.8), 0.6, 0.26, 1.0, 0.25, 0.3)
(57, 34, 23, (0.92, 0.8), 0.6, 0.26, 1.0, 0.35, 0.6)
(56, 33, 23, (0.92, 0.8), 0.6, 0.26, 1.0, 0.35, 0.3)
(61, 36, 25, (0.92, 0.8), 0.6, 0.22, 0.65, 0.25, 0.6)
(61, 36, 25, (0.92, 0.8), 0.6, 0.22, 0.65, 0.25, 0.3)
(61, 37, 24, (0.92, 0.8), 0.6, 0.22, 0.65, 0.35, 0.6)
(60, 36, 24, (0.92, 0.8), 0.6, 0.22, 0.65, 0.35, 0.3)
(59, 35, 24, (0.92, 0.8), 0.6, 0.22, 0.85, 0.25, 0.6)
(58, 34, 24, (0.92, 0.8), 0.6, 0.22, 0.85, 0.25, 0.3)
(59, 36, 23, (0.92, 0.8), 0.6, 0.22, 0.85, 0.35, 0.6)
(57, 34, 23, (0.92, 0.8), 0.6, 0.22, 0.85, 0.35, 0.3)
(56, 33, 23, (0.92, 0.8), 0.6, 0.22, 1.0, 0.25, 0.6)
(56, 33, 23, (0.92, 0.8), 0.6, 0.22, 1.0, 0.25, 0.3)
(56, 34, 22, (0.92, 0.8), 0.6, 0.22, 1.0, 0.35, 0.6)
(55, 33, 22, (0.92, 0.8), 0.6, 0.22, 1.0, 0.35, 0.3)
TOP
(63, 38, 25, (0.92, 0.8), 0.6, 0.26, 0.65, 0.35, 0.6)
(63, 38, 25, (0.92, 0.8), 0.6, 0.26, 0.65, 0.25, 0.6)
(63, 37, 26, (0.95, 0.85), 0.6, 0.22, 0.65, 0.25, 0.6)
(62, 37, 25, (0.95, 0.85), 0.6, 0.26, 0.85, 0.35, 0.6)
(62, 37, 25, (0.95, 0.85), 0.6, 0.26, 0.85, 0.25, 0.6)
(62, 37, 25, (0.95, 0.85), 0.6, 0.26, 0.65, 0.35, 0.6)
(62, 37, 25, (0.95, 0.85), 0.6, 0.26, 0.65, 0.25, 0.6)
(62, 36, 26, (0.95, 0.85), 0.8, 0.22, 0.65, 0.25, 0.6)
(62, 36, 26, (0.95, 0.85), 0.6, 0.22, 1.0, 0.25, 0.6)
(62, 36, 26, (0.95, 0.85), 0.6, 0.22, 0.85, 0.25, 0.6)
(62, 36, 26, (0.95, 0.85), 0.6, 0.22, 0.65, 0.25, 0.3)
(61, 37, 24, (0.95, 0.85), 0.8, 0.26, 0.85, 0.35, 0.6)
(61, 37, 24, (0.95, 0.85), 0.8, 0.26, 0.65, 0.35, 0.6)
(61, 37, 24, (0.95, 0.85), 0.8, 0.22, 0.65, 0.35, 0.6)
(61, 37, 24, (0.95, 0.85), 0.6, 0.22, 0.65, 0.35, 0.6)
synth (63, 38, 25, (0.92, 0.8), 0.6, 0.26, 0.65, 0.35, 0.6) 216
synth (63, 38, 25, (0.92, 0.8), 0.6, 0.26, 0.65, 0.25, 0.6) 216
synth (63, 37, 26, (0.95, 0.85), 0.6, 0.22, 0.65, 0.25, 0.6) 218
synth (62, 37, 25, (0.95, 0.85), 0.6, 0.26, 0.85, 0.35, 0.6) 221
